## [iView]
## Converted from:	C:\Users\iView X\Desktop\Results\social_stim\soc_002-[b3d6a544-86ff-41a2-94fd-602cf00fc08c]\soc_002-eye_data.idf
## Date:	14.03.2016 13:02:50
## Version:	IDF Converter 3.0.20
## IDF Version:	9
## Sample Rate:	30
## Separator Type:	Unknown
## Trial Count:	1
## Uses Plane File:	False
## Number of Samples:	4878                                                                                                                                                                                                                                                            
## Reversed:	none
## [Run]
## Subject:	soc_002                                                                                                                                                                                                                                                         
## Description:	                                                                                                                                                                                                                                                                
## [Calibration]
## Calibration Area:	1280	1024
## [Geometry]
## Stimulus Dimension [mm]:	344	194
## Head Distance [mm]:	700
## [Hardware Setup]
## System ID:	RNX1044601-1524//SMI_REDn Scientific///Binoc
## Operating System :	6.2.9200
## iView X Version:	4.2.1.0
## [Filter Settings]
## Heuristic:	False
## Heuristic Stage:	0
## Bilateral:	True
## Gaze Cursor Filter:	False
## Saccade Length [px]:	0
## Filter Depth [ms]:	0
## Format:	LEFT, RIGHT, RAW, DIAMETER, CR, POR, QUALITY, PLANE, EYEPOSITION, GAZEVECTOR, TRIGGER, MSG, FRAMECOUNTER
## 
Time	Type	Trial	L POR X [px]	L POR Y [px]	R POR X [px]	R POR Y [px]	Stimulus
1322329793	SMP	1	0	0	644.59	431.29	Faces_Pure_3_low.avi
1322363021	SMP	1	0	0	639.13	430.49	Faces_Pure_3_low.avi
1322396366	SMP	1	0	0	631.28	456.9	Faces_Pure_3_low.avi
1322429694	SMP	1	0	0	630.93	436.64	Faces_Pure_3_low.avi
1322463153	SMP	1	0	0	640.05	436.52	Faces_Pure_3_low.avi
1322496337	SMP	1	0	0	634.22	457.94	Faces_Pure_3_low.avi
1322529747	SMP	1	0	0	628.03	462.42	Faces_Pure_3_low.avi
1322562985	SMP	1	0	0	634.21	454.4	Faces_Pure_3_low.avi
1322596331	SMP	1	0	0	629.56	463.25	Faces_Pure_3_low.avi
1322629656	SMP	1	0	0	631.04	473.36	Faces_Pure_3_low.avi
1322662986	SMP	1	0	0	0	0	Faces_Pure_3_low.avi
1322696330	SMP	1	0	0	615.52	524.28	Faces_Pure_3_low.avi
1322729781	SMP	1	0	0	0	0	Faces_Pure_3_low.avi
1322762980	SMP	1	619.01	606.07	0	0	Faces_Pure_3_low.avi
1322796331	SMP	1	0	0	0	0	Faces_Pure_3_low.avi
1322829649	SMP	1	0	0	0	0	Faces_Pure_3_low.avi
1322863179	SMP	1	578.95	635.27	0	0	Faces_Pure_3_low.avi
1322896287	SMP	1	0	0	0	0	Faces_Pure_3_low.avi
1322929622	SMP	1	0	0	0	0	Faces_Pure_3_low.avi
1322962943	SMP	1	0	0	0	0	Faces_Pure_3_low.avi
1322996322	SMP	1	0	0	0	0	Faces_Pure_3_low.avi
1323029617	SMP	1	0	0	0	0	Faces_Pure_3_low.avi
1323062941	SMP	1	0	0	0	0	Faces_Pure_3_low.avi
1323096283	SMP	1	583.26	646.45	0	0	Faces_Pure_3_low.avi
1323129608	SMP	1	569.52	603.89	0	0	Faces_Pure_3_low.avi
1323162934	SMP	1	0	0	0	0	Faces_Pure_3_low.avi
1323196269	SMP	1	0	0	594.64	508.53	Faces_Pure_3_low.avi
1323229611	SMP	1	0	0	597.79	562.86	Faces_Pure_3_low.avi
1323262942	SMP	1	0	0	0	0	Faces_Pure_3_low.avi
1323296248	SMP	1	540.04	578.65	0	0	Faces_Pure_3_low.avi
1323329577	SMP	1	0	0	0	0	Faces_Pure_3_low.avi
1323362905	SMP	1	0	0	0	0	Faces_Pure_3_low.avi
1323396237	SMP	1	0	0	0	0	Faces_Pure_3_low.avi
1323429572	SMP	1	570.59	634.55	0	0	Faces_Pure_3_low.avi
1323462898	SMP	1	0	0	575.58	565.82	Faces_Pure_3_low.avi
1323496243	SMP	1	0	0	581.88	575.28	Faces_Pure_3_low.avi
1323529566	SMP	1	575.82	643.06	0	0	Faces_Pure_3_low.avi
1323562894	SMP	1	0	0	0	0	Faces_Pure_3_low.avi
1323596236	SMP	1	0	0	0	0	Faces_Pure_3_low.avi
1323629562	SMP	1	0	0	0	0	Faces_Pure_3_low.avi
1323662977	SMP	1	0	0	0	0	Faces_Pure_3_low.avi
1323696202	SMP	1	0	0	0	0	Faces_Pure_3_low.avi
1323729642	SMP	1	528.84	500.26	0	0	Faces_Pure_3_low.avi
1323762871	SMP	1	544.81	436.18	0	0	Faces_Pure_3_low.avi
1323796197	SMP	1	537.02	479.25	0	0	Faces_Pure_3_low.avi
1323829533	SMP	1	535.78	461.56	0	0	Faces_Pure_3_low.avi
1323862865	SMP	1	0	0	558.76	456.03	Faces_Pure_3_low.avi
1323896206	SMP	1	0	0	0	0	Faces_Pure_3_low.avi
1323929633	SMP	1	534.36	500.21	0	0	Faces_Pure_3_low.avi
1323962859	SMP	1	0	0	562.46	419.61	Faces_Pure_3_low.avi
1323996192	SMP	1	0	0	573.91	445.34	Faces_Pure_3_low.avi
1324029542	SMP	1	540.41	464.72	0	0	Faces_Pure_3_low.avi
1324062931	SMP	1	0	0	0	0	Faces_Pure_3_low.avi
1324096163	SMP	1	0	0	562.05	411.34	Faces_Pure_3_low.avi
1324129507	SMP	1	0	0	560.61	406.75	Faces_Pure_3_low.avi
1324162827	SMP	1	525.05	492.13	0	0	Faces_Pure_3_low.avi
1324196153	SMP	1	540.39	404.05	0	0	Faces_Pure_3_low.avi
1324229488	SMP	1	544.91	470.09	0	0	Faces_Pure_3_low.avi
1324262826	SMP	1	542.72	502.61	0	0	Faces_Pure_3_low.avi
1324296144	SMP	1	545.26	505.84	0	0	Faces_Pure_3_low.avi
1324329484	SMP	1	0	0	563.18	415.62	Faces_Pure_3_low.avi
1324362821	SMP	1	538.57	406.96	0	0	Faces_Pure_3_low.avi
1324396149	SMP	1	0	0	560.05	421.56	Faces_Pure_3_low.avi
1324429483	SMP	1	0	0	566.23	410.52	Faces_Pure_3_low.avi
1324462817	SMP	1	0	0	563.27	421.67	Faces_Pure_3_low.avi
1324496128	SMP	1	554.48	465.19	0	0	Faces_Pure_3_low.avi
1324529453	SMP	1	651.32	510.32	0	0	Faces_Pure_3_low.avi
1324562779	SMP	1	666.82	490.36	0	0	Faces_Pure_3_low.avi
1324596124	SMP	1	671.09	480.06	0	0	Faces_Pure_3_low.avi
1324629449	SMP	1	667.99	492.01	0	0	Faces_Pure_3_low.avi
1324662776	SMP	1	672.88	478.45	0	0	Faces_Pure_3_low.avi
1324696128	SMP	1	670.8	498.68	0	0	Faces_Pure_3_low.avi
1324729441	SMP	1	0	0	685.46	410.46	Faces_Pure_3_low.avi
1324762781	SMP	1	669.18	436.15	0	0	Faces_Pure_3_low.avi
1324796096	SMP	1	0	0	669.85	381.9	Faces_Pure_3_low.avi
1324829436	SMP	1	663.01	469.27	0	0	Faces_Pure_3_low.avi
1324862775	SMP	1	0	0	673.97	380.96	Faces_Pure_3_low.avi
1324896086	SMP	1	656.17	472.91	0	0	Faces_Pure_3_low.avi
1324929413	SMP	1	0	0	643.58	410.59	Faces_Pure_3_low.avi
1324962740	SMP	1	0	0	655.77	387.68	Faces_Pure_3_low.avi
1324996076	SMP	1	0	0	658.91	392.27	Faces_Pure_3_low.avi
1325029496	SMP	1	0	0	654.79	376.83	Faces_Pure_3_low.avi
1325062755	SMP	1	0	0	657.2	383.33	Faces_Pure_3_low.avi
1325096076	SMP	1	0	0	658.56	407.55	Faces_Pure_3_low.avi
1325129531	SMP	1	0	0	652.05	394.67	Faces_Pure_3_low.avi
1325162732	SMP	1	0	0	650.78	416.37	Faces_Pure_3_low.avi
1325196063	SMP	1	645.13	516.18	0	0	Faces_Pure_3_low.avi
1325229394	SMP	1	0	0	646.4	469.67	Faces_Pure_3_low.avi
1325262734	SMP	1	639.02	562.69	0	0	Faces_Pure_3_low.avi
1325296039	SMP	1	634.84	518.44	0	0	Faces_Pure_3_low.avi
1325329390	SMP	1	579.37	582.33	0	0	Faces_Pure_3_low.avi
1325362697	SMP	1	633.25	552.76	0	0	Faces_Pure_3_low.avi
1325396031	SMP	1	0	0	646.57	475.72	Faces_Pure_3_low.avi
1325429383	SMP	1	0	0	650.53	482.09	Faces_Pure_3_low.avi
1325462700	SMP	1	0	0	651.99	426.32	Faces_Pure_3_low.avi
1325496033	SMP	1	0	0	652.78	525.44	Faces_Pure_3_low.avi
1325529443	SMP	1	0	0	656.94	495.81	Faces_Pure_3_low.avi
1325562690	SMP	1	0	0	662.27	536.33	Faces_Pure_3_low.avi
1325596026	SMP	1	0	0	0	0	Faces_Pure_3_low.avi
1325629354	SMP	1	1201.34	905.56	653.46	483.97	Faces_Pure_3_low.avi
1325662695	SMP	1	0	0	652.95	476.7	Faces_Pure_3_low.avi
1325695997	SMP	1	0	0	668.31	459.87	Faces_Pure_3_low.avi
1325729322	SMP	1	0	0	657.92	476.4	Faces_Pure_3_low.avi
1325762653	SMP	1	0	0	674.52	445.41	Faces_Pure_3_low.avi
1325796000	SMP	1	0	0	673.67	399.79	Faces_Pure_3_low.avi
1325829322	SMP	1	0	0	669.94	407.93	Faces_Pure_3_low.avi
1325862655	SMP	1	0	0	665.32	401.32	Faces_Pure_3_low.avi
1325895998	SMP	1	0	0	674.1	399.79	Faces_Pure_3_low.avi
1325929321	SMP	1	0	0	681.24	419.58	Faces_Pure_3_low.avi
1325962650	SMP	1	0	0	679.07	398.01	Faces_Pure_3_low.avi
1325995974	SMP	1	0	0	680.39	390.34	Faces_Pure_3_low.avi
1326029329	SMP	1	0	0	679.64	384.66	Faces_Pure_3_low.avi
1326062644	SMP	1	0	0	672.75	383.46	Faces_Pure_3_low.avi
1326096009	SMP	1	0	0	667.33	406.17	Faces_Pure_3_low.avi
1326129284	SMP	1	628.12	528.82	0	0	Faces_Pure_3_low.avi
1326162616	SMP	1	633.09	519.62	0	0	Faces_Pure_3_low.avi
1326195950	SMP	1	626.37	481.07	0	0	Faces_Pure_3_low.avi
1326229278	SMP	1	630.81	497.26	0	0	Faces_Pure_3_low.avi
1326262614	SMP	1	0	0	682.99	387.51	Faces_Pure_3_low.avi
1326295958	SMP	1	0	0	681.12	403.77	Faces_Pure_3_low.avi
1326329275	SMP	1	0	0	673.46	396.24	Faces_Pure_3_low.avi
1326362612	SMP	1	0	0	668.54	402.08	Faces_Pure_3_low.avi
1326395939	SMP	1	0	0	664.63	392.99	Faces_Pure_3_low.avi
1326429274	SMP	1	641.9	514.9	0	0	Faces_Pure_3_low.avi
1326462607	SMP	1	0	0	663.42	395.11	Faces_Pure_3_low.avi
1326495911	SMP	1	0	0	661.35	387.62	Faces_Pure_3_low.avi
1326529595	SMP	1	650.28	424.42	0	0	Faces_Pure_3_low.avi
1326562576	SMP	1	0	0	658.76	407.03	Faces_Pure_3_low.avi
1326595907	SMP	1	0	0	660.23	410.01	Faces_Pure_3_low.avi
1326629241	SMP	1	0	0	659.01	415.9	Faces_Pure_3_low.avi
1326662575	SMP	1	0	0	660.07	397.11	Faces_Pure_3_low.avi
1326695920	SMP	1	0	0	656.92	422.68	Faces_Pure_3_low.avi
1326729233	SMP	1	0	0	658.11	416.6	Faces_Pure_3_low.avi
1326762566	SMP	1	645.53	476.08	0	0	Faces_Pure_3_low.avi
1326795894	SMP	1	0	0	656.19	394.2	Faces_Pure_3_low.avi
1326829233	SMP	1	0	0	657.14	402.6	Faces_Pure_3_low.avi
1326862562	SMP	1	649.41	487.93	0	0	Faces_Pure_3_low.avi
1326895871	SMP	1	0	0	651.24	401.76	Faces_Pure_3_low.avi
1326929200	SMP	1	639.69	513.84	0	0	Faces_Pure_3_low.avi
1326962530	SMP	1	652.62	480.97	0	0	Faces_Pure_3_low.avi
1326995867	SMP	1	0	0	650.37	413.03	Faces_Pure_3_low.avi
1327029229	SMP	1	646.12	494.91	0	0	Faces_Pure_3_low.avi
1327062524	SMP	1	0	0	654.32	407.11	Faces_Pure_3_low.avi
1327095871	SMP	1	0	0	650.3	419.16	Faces_Pure_3_low.avi
1327129229	SMP	1	653.4	465.97	0	0	Faces_Pure_3_low.avi
1327162524	SMP	1	0	0	650.8	405.44	Faces_Pure_3_low.avi
1327195855	SMP	1	0	0	649.35	423.64	Faces_Pure_3_low.avi
1327229189	SMP	1	633.01	496.6	0	0	Faces_Pure_3_low.avi
1327262521	SMP	1	653.37	480.97	0	0	Faces_Pure_3_low.avi
1327295835	SMP	1	652.64	476.24	0	0	Faces_Pure_3_low.avi
1327329158	SMP	1	0	0	644.38	425.88	Faces_Pure_3_low.avi
1327362488	SMP	1	0	0	650.66	435.31	Faces_Pure_3_low.avi
1327395826	SMP	1	0	0	643.44	406.62	Faces_Pure_3_low.avi
1327429153	SMP	1	0	0	0	0	Faces_Pure_3_low.avi
1327462494	SMP	1	0	0	649.32	408.61	Faces_Pure_3_low.avi
1327495828	SMP	1	0	0	642.83	402.64	Faces_Pure_3_low.avi
1327529198	SMP	1	0	0	0	0	Faces_Pure_3_low.avi
1327562479	SMP	1	0	0	652.57	385	Faces_Pure_3_low.avi
1327595814	SMP	1	0	0	657.95	394.09	Faces_Pure_3_low.avi
1327629147	SMP	1	0	0	657.02	423.62	Faces_Pure_3_low.avi
1327662482	SMP	1	0	0	656.43	456.86	Faces_Pure_3_low.avi
1327695788	SMP	1	0	0	656.4	444.79	Faces_Pure_3_low.avi
1327729125	SMP	1	0	0	0	0	Faces_Pure_3_low.avi
1327762448	SMP	1	0	0	650.46	458.96	Faces_Pure_3_low.avi
1327795778	SMP	1	0	0	658.04	467.36	Faces_Pure_3_low.avi
1327829123	SMP	1	0	0	653.4	456.78	Faces_Pure_3_low.avi
1327862441	SMP	1	0	0	651.59	449.8	Faces_Pure_3_low.avi
1327895787	SMP	1	646.45	550.73	0	0	Faces_Pure_3_low.avi
1327929113	SMP	1	637.63	527.54	0	0	Faces_Pure_3_low.avi
1327962436	SMP	1	0	0	0	0	Faces_Pure_3_low.avi
1327995768	SMP	1	0	0	0	0	Faces_Pure_3_low.avi
1328029131	SMP	1	0	0	0	0	Faces_Pure_3_low.avi
1328062440	SMP	1	637.21	526.97	0	0	Faces_Pure_3_low.avi
1328095740	SMP	1	0	0	0	0	Faces_Pure_3_low.avi
1328129078	SMP	1	0	0	0	0	Faces_Pure_3_low.avi
1328162443	SMP	1	647.31	535.69	0	0	Faces_Pure_3_low.avi
1328195771	SMP	1	0	0	0	0	Faces_Pure_3_low.avi
1328229070	SMP	1	0	0	660.36	447.75	Faces_Pure_3_low.avi
1328262401	SMP	1	640.32	569.17	0	0	Faces_Pure_3_low.avi
1328295755	SMP	1	632.71	604.01	0	0	Faces_Pure_3_low.avi
1328329067	SMP	1	0	0	662.49	461.16	Faces_Pure_3_low.avi
1328362397	SMP	1	0	0	668.97	444.07	Faces_Pure_3_low.avi
1328395738	SMP	1	0	0	663.33	445.42	Faces_Pure_3_low.avi
1328429066	SMP	1	0	0	0	0	Faces_Pure_3_low.avi
1328462386	SMP	1	0	0	668.49	452.01	Faces_Pure_3_low.avi
1328495752	SMP	1	0	0	668.45	446.68	Faces_Pure_3_low.avi
1328529050	SMP	1	0	0	659.27	456.5	Faces_Pure_3_low.avi
1328562358	SMP	1	0	0	675.78	436.96	Faces_Pure_3_low.avi
1328595729	SMP	1	0	0	669.41	445.39	Faces_Pure_3_low.avi
1328629029	SMP	1	0	0	675	454.35	Faces_Pure_3_low.avi
1328662364	SMP	1	0	0	676.09	445.87	Faces_Pure_3_low.avi
1328695703	SMP	1	0	0	671.87	427.99	Faces_Pure_3_low.avi
1328729023	SMP	1	0	0	673.41	470.82	Faces_Pure_3_low.avi
1328762357	SMP	1	0	0	673.58	426.92	Faces_Pure_3_low.avi
1328795689	SMP	1	0	0	0	0	Faces_Pure_3_low.avi
1328829016	SMP	1	0	0	678.53	452.43	Faces_Pure_3_low.avi
1328862358	SMP	1	0	0	672.93	457.68	Faces_Pure_3_low.avi
1328895666	SMP	1	0	0	665.85	439.87	Faces_Pure_3_low.avi
1328929039	SMP	1	0	0	514.03	441.37	Faces_Pure_3_low.avi
1328962320	SMP	1	0	0	502.29	438.64	Faces_Pure_3_low.avi
1328995654	SMP	1	492.54	434.15	0	0	Faces_Pure_3_low.avi
1329029039	SMP	1	484.05	464.66	0	0	Faces_Pure_3_low.avi
1329062324	SMP	1	478.36	479.27	0	0	Faces_Pure_3_low.avi
1329095666	SMP	1	495.58	444.66	0	0	Faces_Pure_3_low.avi
1329128994	SMP	1	472.98	442.19	0	0	Faces_Pure_3_low.avi
1329162323	SMP	1	485.31	447.97	0	0	Faces_Pure_3_low.avi
1329195641	SMP	1	0	0	492.98	412.04	Faces_Pure_3_low.avi
1329228983	SMP	1	482.76	444.24	0	0	Faces_Pure_3_low.avi
1329262314	SMP	1	0	0	502.78	431.13	Faces_Pure_3_low.avi
1329295622	SMP	1	479.37	356.12	0	0	Faces_Pure_3_low.avi
1329329021	SMP	1	0	0	504.84	433.39	Faces_Pure_3_low.avi
1329362279	SMP	1	476.57	368.09	0	0	Faces_Pure_3_low.avi
1329395611	SMP	1	0	0	0	0	Faces_Pure_3_low.avi
1329428945	SMP	1	0	0	0	0	Faces_Pure_3_low.avi
1329462278	SMP	1	477.43	329.86	0	0	Faces_Pure_3_low.avi
1329495622	SMP	1	0	0	497.04	424.24	Faces_Pure_3_low.avi
1329528972	SMP	1	0	0	491.94	428.83	Faces_Pure_3_low.avi
1329562264	SMP	1	0	0	505.74	416.91	Faces_Pure_3_low.avi
1329595609	SMP	1	0	0	500.16	456.76	Faces_Pure_3_low.avi
1329628936	SMP	1	538.96	446.08	0	0	Faces_Pure_3_low.avi
1329662275	SMP	1	0	0	593.73	424.12	Faces_Pure_3_low.avi
1329695576	SMP	1	0	0	558.2	409.61	Faces_Pure_3_low.avi
1329728906	SMP	1	0	0	594.02	426.81	Faces_Pure_3_low.avi
1329762232	SMP	1	596.72	440.25	0	0	Faces_Pure_3_low.avi
1329795574	SMP	1	540.22	451.3	0	0	Faces_Pure_3_low.avi
1329828904	SMP	1	0	0	574.25	405.64	Faces_Pure_3_low.avi
1329862239	SMP	1	559.54	495.58	0	0	Faces_Pure_3_low.avi
1329895582	SMP	1	0	0	572.84	425.8	Faces_Pure_3_low.avi
1329928915	SMP	1	566.5	434.45	0	0	Faces_Pure_3_low.avi
1329962231	SMP	1	0	0	576.63	444.19	Faces_Pure_3_low.avi
1329995569	SMP	1	0	0	583.79	450.58	Faces_Pure_3_low.avi
1330028977	SMP	1	0	0	576.44	456.29	Faces_Pure_3_low.avi
1330062275	SMP	1	0	0	582.83	463.48	Faces_Pure_3_low.avi
1330095583	SMP	1	0	0	582.39	419.16	Faces_Pure_3_low.avi
1330128868	SMP	1	552.15	465.84	0	0	Faces_Pure_3_low.avi
1330162234	SMP	1	0	0	575.61	449.25	Faces_Pure_3_low.avi
1330662136	SMP	1	290.79	394.81	0	0	Face_med_1_low.avi
1330695477	SMP	1	0	0	281.12	304.97	Face_med_1_low.avi
1330728808	SMP	1	295.73	397.87	0	0	Face_med_1_low.avi
1330762126	SMP	1	291.6	358.47	0	0	Face_med_1_low.avi
1330795460	SMP	1	0	0	281.32	363.2	Face_med_1_low.avi
1330828814	SMP	1	343.26	454.29	0	0	Face_med_1_low.avi
1330862562	SMP	1	374.38	461.58	0	0	Face_med_1_low.avi
1330895430	SMP	1	380.59	463.59	0	0	Face_med_1_low.avi
1330928782	SMP	1	365.61	445.15	0	0	Face_med_1_low.avi
1330962111	SMP	1	0	0	360.73	359.93	Face_med_1_low.avi
1330995428	SMP	1	375.57	440.61	0	0	Face_med_1_low.avi
1331028759	SMP	1	0	0	350.93	356.3	Face_med_1_low.avi
1331062366	SMP	1	0	0	368.35	391.52	Face_med_1_low.avi
1331095441	SMP	1	363.94	464.9	0	0	Face_med_1_low.avi
1331128762	SMP	1	374.2	459.53	0	0	Face_med_1_low.avi
1331162096	SMP	1	373.94	455.09	0	0	Face_med_1_low.avi
1331195420	SMP	1	0	0	385.51	400.72	Face_med_1_low.avi
1331228762	SMP	1	0	0	389.54	393.16	Face_med_1_low.avi
1331262108	SMP	1	379.48	454.83	0	0	Face_med_1_low.avi
1331295441	SMP	1	0	0	399.03	401.6	Face_med_1_low.avi
1331328737	SMP	1	0	0	387.1	414.68	Face_med_1_low.avi
1331362058	SMP	1	0	0	390.01	419.79	Face_med_1_low.avi
1331395387	SMP	1	376.97	441.97	0	0	Face_med_1_low.avi
1331428734	SMP	1	0	0	396.3	394.16	Face_med_1_low.avi
1331462116	SMP	1	0	0	395.17	378.53	Face_med_1_low.avi
1331495379	SMP	1	380.2	457.62	0	0	Face_med_1_low.avi
1331528729	SMP	1	381.1	453.82	0	0	Face_med_1_low.avi
1331562044	SMP	1	381.2	448.25	0	0	Face_med_1_low.avi
1331595377	SMP	1	0	0	394.65	439.98	Face_med_1_low.avi
1331628716	SMP	1	382.95	479.53	0	0	Face_med_1_low.avi
1331662046	SMP	1	389.3	464.23	0	0	Face_med_1_low.avi
1331695345	SMP	1	0	0	432.2	439.12	Face_med_1_low.avi
1331728679	SMP	1	0	0	437.9	437.5	Face_med_1_low.avi
1331762009	SMP	1	0	0	0	0	Face_med_1_low.avi
1331795361	SMP	1	0	0	468.03	446.87	Face_med_1_low.avi
1331828679	SMP	1	0	0	483.23	448.05	Face_med_1_low.avi
1331862150	SMP	1	0	0	482.71	447.19	Face_med_1_low.avi
1331895341	SMP	1	0	0	493.55	466.93	Face_med_1_low.avi
1331928670	SMP	1	0	0	0	0	Face_med_1_low.avi
1331962002	SMP	1	422.8	463.36	0	0	Face_med_1_low.avi
1331995343	SMP	1	437.78	454.05	0	0	Face_med_1_low.avi
1332028735	SMP	1	436.88	479.45	0	0	Face_med_1_low.avi
1332062067	SMP	1	0	0	489.25	431.71	Face_med_1_low.avi
1332095302	SMP	1	0	0	482.07	403.68	Face_med_1_low.avi
1332128638	SMP	1	445.99	457.94	0	0	Face_med_1_low.avi
1332161969	SMP	1	453.28	383.76	0	0	Face_med_1_low.avi
1332195330	SMP	1	0	0	489.22	456.29	Face_med_1_low.avi
1332228643	SMP	1	0	0	485.87	444.14	Face_med_1_low.avi
1332262273	SMP	1	439.48	481.31	0	0	Face_med_1_low.avi
1332295300	SMP	1	462.97	398.87	0	0	Face_med_1_low.avi
1332328688	SMP	1	445.28	470.16	0	0	Face_med_1_low.avi
1332362027	SMP	1	461.94	384.88	0	0	Face_med_1_low.avi
1332395297	SMP	1	458.03	367.06	0	0	Face_med_1_low.avi
1332428629	SMP	1	456.84	361.93	0	0	Face_med_1_low.avi
1332462003	SMP	1	455.51	361.27	0	0	Face_med_1_low.avi
1332495263	SMP	1	462.73	370.13	0	0	Face_med_1_low.avi
1332528597	SMP	1	454.01	338.19	0	0	Face_med_1_low.avi
1332561929	SMP	1	457.25	342.27	0	0	Face_med_1_low.avi
1332595267	SMP	1	453.02	320.73	0	0	Face_med_1_low.avi
1332628593	SMP	1	452.62	337.23	0	0	Face_med_1_low.avi
1332662005	SMP	1	451.38	327.11	0	0	Face_med_1_low.avi
1332695249	SMP	1	454.58	322.89	0	0	Face_med_1_low.avi
1332728588	SMP	1	0	0	483.8	385.21	Face_med_1_low.avi
1332761917	SMP	1	0	0	483.51	357.58	Face_med_1_low.avi
1332795258	SMP	1	0	0	484.42	369.25	Face_med_1_low.avi
1332828642	SMP	1	0	0	480.73	356.8	Face_med_1_low.avi
1332862273	SMP	1	0	0	465.57	303.06	Face_med_1_low.avi
1332895217	SMP	1	0	0	457.75	331.77	Face_med_1_low.avi
1332928555	SMP	1	0	0	469.03	382.62	Face_med_1_low.avi
1332961884	SMP	1	0	0	466.65	355.79	Face_med_1_low.avi
1332995219	SMP	1	0	0	467.36	337.56	Face_med_1_low.avi
1333028557	SMP	1	0	0	469.23	341.15	Face_med_1_low.avi
1333061939	SMP	1	452.03	339.73	0	0	Face_med_1_low.avi
1333095209	SMP	1	455.8	348.07	0	0	Face_med_1_low.avi
1333128550	SMP	1	0	0	467.96	359.46	Face_med_1_low.avi
1333161877	SMP	1	456.55	351.76	0	0	Face_med_1_low.avi
1333195219	SMP	1	0	0	471.98	356.02	Face_med_1_low.avi
1333228551	SMP	1	0	0	470.27	358.73	Face_med_1_low.avi
1333261942	SMP	1	0	0	470.89	333.1	Face_med_1_low.avi
1333295255	SMP	1	0	0	468.5	346.23	Face_med_1_low.avi
1333328517	SMP	1	454.64	318.74	0	0	Face_med_1_low.avi
1333361863	SMP	1	457.63	376.39	0	0	Face_med_1_low.avi
1333395194	SMP	1	460.56	337.04	0	0	Face_med_1_low.avi
1333428511	SMP	1	458.84	366.51	0	0	Face_med_1_low.avi
1333461900	SMP	1	461.82	355.07	0	0	Face_med_1_low.avi
1333495175	SMP	1	464.56	319.48	0	0	Face_med_1_low.avi
1333528512	SMP	1	0	0	473.87	328.92	Face_med_1_low.avi
1333561834	SMP	1	0	0	475.47	359.51	Face_med_1_low.avi
1333595168	SMP	1	474.65	413.79	0	0	Face_med_1_low.avi
1333628505	SMP	1	485	385.4	0	0	Face_med_1_low.avi
1333661841	SMP	1	491.91	397.89	0	0	Face_med_1_low.avi
1333695136	SMP	1	0	0	485.4	318.05	Face_med_1_low.avi
1333728468	SMP	1	0	0	497.71	356.39	Face_med_1_low.avi
1333761804	SMP	1	484.03	386.61	0	0	Face_med_1_low.avi
1333795138	SMP	1	497.18	369.13	0	0	Face_med_1_low.avi
1333828472	SMP	1	500.86	349.77	0	0	Face_med_1_low.avi
1333861835	SMP	1	0	0	514.11	337.15	Face_med_1_low.avi
1333895146	SMP	1	0	0	515.04	347.12	Face_med_1_low.avi
1333928466	SMP	1	512.85	348.26	0	0	Face_med_1_low.avi
1333961795	SMP	1	0	0	527.23	346.22	Face_med_1_low.avi
1333995133	SMP	1	0	0	528.84	354.35	Face_med_1_low.avi
1334028475	SMP	1	0	0	525.15	349.95	Face_med_1_low.avi
1334061805	SMP	1	516.91	424.89	0	0	Face_med_1_low.avi
1334095093	SMP	1	0	0	528.06	352.54	Face_med_1_low.avi
1334128462	SMP	1	486.17	416.47	0	0	Face_med_1_low.avi
1334161762	SMP	1	0	0	532.29	343.97	Face_med_1_low.avi
1334195154	SMP	1	515.23	343.49	0	0	Face_med_1_low.avi
1334228430	SMP	1	513.83	333.26	0	0	Face_med_1_low.avi
1334262146	SMP	1	520.76	417.04	0	0	Face_med_1_low.avi
1334295087	SMP	1	0	0	532.42	364.67	Face_med_1_low.avi
1334328427	SMP	1	0	0	534.63	369.13	Face_med_1_low.avi
1334361759	SMP	1	0	0	534.02	387.45	Face_med_1_low.avi
1334395090	SMP	1	0	0	535.63	382	Face_med_1_low.avi
1334428426	SMP	1	0	0	533.92	389.74	Face_med_1_low.avi
1334461760	SMP	1	521.42	429.63	0	0	Face_med_1_low.avi
1334495057	SMP	1	0	0	533.36	383.99	Face_med_1_low.avi
1334528390	SMP	1	518	349.99	0	0	Face_med_1_low.avi
1334561714	SMP	1	0	0	532.08	387.75	Face_med_1_low.avi
1334595062	SMP	1	0	0	531.53	390.31	Face_med_1_low.avi
1334628448	SMP	1	515.93	373.93	0	0	Face_med_1_low.avi
1334661724	SMP	1	509.29	398.06	0	0	Face_med_1_low.avi
1334695049	SMP	1	511.56	344.98	0	0	Face_med_1_low.avi
1334728379	SMP	1	0	0	533.01	396.47	Face_med_1_low.avi
1334761706	SMP	1	0	0	532.83	392.48	Face_med_1_low.avi
1334795068	SMP	1	0	0	532.4	406.75	Face_med_1_low.avi
1334828382	SMP	1	0	0	533.45	420.22	Face_med_1_low.avi
1334862283	SMP	1	0	0	531.6	421.97	Face_med_1_low.avi
1334895026	SMP	1	503.34	445.18	0	0	Face_med_1_low.avi
1334928364	SMP	1	510.3	392.49	0	0	Face_med_1_low.avi
1334961688	SMP	1	505.1	396.95	0	0	Face_med_1_low.avi
